,PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
954,Quinton Dial,DT,2009,322,4,0.8906,Alabama,Scooba,MS,32.8290581,-88.4767398,2013,5,157,SFO,DE,Alabama
955,Mason Schreck,PRO,2012,2170,2,0.7713,Buffalo,Medina,OH,41.1383878,-81.8637474,2017,7,251,CIN,TE,Buffalo
956,Shelby Harris,WDE,2009,348,3,0.8875,Wisconsin,Thiensville,WI,43.2375067,-87.9787001,2014,7,235,OAK,DE,Illinois State
957,Ben Gardner,SDE,2009,2008,2,0.7667,Stanford,Thiensville,WI,43.2375067,-87.9787001,2014,7,231,DAL,DE,Stanford
958,Cordrea Tankersley,ATH,2012,283,4,0.9051,Clemson,Aiken,SC,33.5598586,-81.721952,2017,3,97,MIA,CB,Clemson
959,Denzelle Good,OT,2009,357,3,0.8873,N.C. State,Gaffney,SC,35.0717945,-81.6498195,2015,7,255,IND,T,Mars Hill
960,Aaron Colvin,CB,2010,488,3,0.8764,Oklahoma,Owasso,OK,36.2661536,-95.8549456,2014,4,114,JAX,DB,Oklahoma
961,Montee Ball,RB,2009,377,3,0.8844,Wisconsin,Wentzville,MO,38.81144,-90.8529107,2013,2,58,DEN,RB,Wisconsin
962,Clayton Geathers,S,2010,1773,3,0.8111,UCF,Hemingway,SC,33.7537774,-79.4475566,2015,4,109,IND,SS,UCF
963,Michael Buchanan,WDE,2009,409,3,0.8813,Illinois,Flossmoor,IL,41.5428123,-87.6847684,2013,7,226,NWE,DE,Illinois
964,Zach Fulton,OG,2010,712,3,0.8639,Tennessee,Flossmoor,IL,41.5428123,-87.6847684,2014,6,193,KAN,G,Tennessee
965,Reid Fragel,TE,2009,418,3,0.8801,Ohio State,Grosse Pointe,MI,42.3861485,-82.9118591,2013,7,240,CIN,OL,Ohio State
966,Taylor Hart,DT,2009,420,3,0.8795,Oregon,Tualatin,OR,45.3838546,-122.7663518,2014,5,141,PHI,DE,Oregon
967,Shawn Williams,S,2009,433,3,0.8795,Georgia,Damascus,GA,31.2990682,-84.7188077,2013,3,84,CIN,DB,Georgia
968,Dee Ford,WDE,2009,436,3,0.8789,Auburn,Odenville,AL,33.6773237,-86.3966481,2014,1,23,KAN,LB,Auburn
969,Ronald Darby,CB,2012,25,5,0.9879,Florida State,Oxon Hill,MD,38.8035961,-76.9896573,2015,2,50,BUF,CB,Florida State
970,Tavon Young,CB,2012,2436,2,0.7632,Temple,Oxon Hill,MD,38.8035961,-76.9896573,2016,4,104,BAL,CB,Temple
971,Kevin Dodd,DT,2011,936,3,0.8378,Clemson,Greer,SC,34.9381361,-82.2272119,2016,2,33,TEN,DE,Clemson
972,Jemea Thomas,ATH,2009,515,3,0.8733,Georgia Tech,Fitzgerald,GA,31.7149082,-83.2526545,2014,6,206,NWE,DB,Georgia Tech
973,Dion Lewis,APB,2009,528,3,0.8733,Pittsburgh,Blairstown,NJ,40.9828753,-74.9604501,2011,5,149,PHI,RB,Pittsburgh
974,Travis Bond,OT,2009,538,3,0.8715,North Carolina,Windsor,NC,35.9984925,-76.9460641,2013,7,214,MIN,G,North Carolina
975,Johnthan Banks,S,2009,539,3,0.8715,Mississippi State,Maben,MS,33.5553988,-89.0847849,2013,2,43,TAM,DB,Mississippi State
976,Keith Wenning,DUAL,2010,1455,3,0.8333,Ball State,Coldwater,OH,40.4797688,-84.628291,2014,6,194,BAL,QB,Ball State
977,Duron Harmon,ATH,2009,625,3,0.8653,Rutgers,Camden Wyoming,DE,39.117244,-75.556484,2013,3,91,NWE,DB,Rutgers
978,Hugh Thornton,OT,2009,647,3,0.8639,Illinois,Oberlin,OH,41.2939386,-82.2173786,2013,3,86,IND,G,Illinois
979,Larry Warford,OG,2009,673,3,0.8622,Kentucky,Richmond,KY,37.7478572,-84.2946539,2013,3,65,DET,G,Kentucky
980,Justin Pugh,OT,2009,1962,2,0.7667,Syracuse,Southampton,PA,40.1742759,-75.0437814,2013,1,19,NYG,T,Syracuse
981,Mohamed Sanu,S,2009,719,3,0.8604,Rutgers,Monmouth Junction,NJ,40.3789957,-74.5465436,2012,3,83,CIN,WR,Rutgers
982,Bennie Logan,DT,2009,728,3,0.859,LSU,Coushatta,LA,32.0148834,-93.3421165,2013,3,67,PHI,DT,LSU
983,Jordan Mills,OT,2009,826,3,0.8556,Louisiana Tech,Napoleonville,LA,29.9404803,-91.0248214,2013,5,163,CHI,T,Louisiana Tech
984,Brock Osweiler,PRO,2009,875,3,0.8528,Arizona State,Kalispell,MT,48.2022563,-114.3167117,2012,2,57,DEN,QB,Arizona State
985,Weston Richburg,OT,2009,2094,2,0.7444,Colorado State,Briscoe,TX,34.4795161,-101.1875029,2014,2,43,NYG,OL,Colorado State
986,Crockett Gillmore,TE,2010,1424,3,0.8333,Colorado State,Briscoe,TX,34.4795161,-101.1875029,2014,3,99,BAL,TE,Colorado State
987,Jamison Crowder,WR,2011,1054,3,0.8328,Duke,Monroe,NC,34.9854275,-80.5495112,2015,4,105,WAS,WR,Duke
988,Christian Ringo,DT,2011,2246,2,0.7333,Louisiana-Lafayette,Jackson,MS,32.2990384,-90.1847691,2015,6,210,GNB,DE,Louisiana-Lafayette
989,Ronnie Hillman,ATH,2009,985,3,0.8479,San Diego State,La Habra,CA,33.9330156,-117.944777,2012,3,67,DEN,RB,San Diego State
990,Travis Frederick,OT,2009,994,3,0.8479,Wisconsin,Walworth,WI,42.6711513,-88.5467715,2013,1,31,DAL,C,Wisconsin
991,Evan Boehm,OG,2012,101,4,0.9539,Missouri,Lees Summit,MO,38.9107156,-94.3821295,2016,4,128,ARI,C,Missouri
992,Alex Green,APB,2009,1067,3,0.8444,Hawaii,Butte,MT,46.0131505,-112.5365089,2011,3,96,GNB,RB,Hawaii
993,Justice Cunningham,TE,2009,1072,3,0.8431,South Carolina,Pageland,SC,34.7728831,-80.3921893,2013,7,254,IND,TE,South Carolina
994,Bobby McCain,ATH,2011,1261,3,0.8162,Memphis,Oxford,AL,33.6149211,-85.8339391,2015,5,145,MIA,CB,Memphis
995,Kwon Alexander,OLB,2012,91,4,0.9572,LSU,Oxford,AL,33.6149211,-85.8339391,2015,4,124,TAM,OLB,LSU
996,A.J. Klein,OLB,2009,1263,3,0.8333,Iowa State,Kimberly,WI,44.2722092,-88.3389952,2013,5,148,CAR,LB,Iowa State
997,Robert Johnson,WR,2010,366,3,0.8875,Mississippi State,Hattiesburg,MS,31.3271189,-89.2903392,2010,5,148,TEN,DB,Utah
998,David Fales,PRO,2009,1291,3,0.8306,Nevada,Monterey,CA,36.600256,-121.8946388,2014,6,183,CHI,QB,San Jose State
999,Justin Britt,OT,2009,1328,3,0.8274,Missouri,Lebanon,MO,39.607851,-81.2731699,2014,2,64,SEA,T,Missouri
1000,Jordan Matthews,WR,2010,1283,3,0.8417,Vanderbilt,Madison,AL,34.6992579,-86.7483318,2014,2,42,PHI,WR,Vanderbilt
1001,Reggie Ragland,ILB,2012,40,4,0.9809,Alabama,Madison,AL,34.6992579,-86.7483318,2016,2,41,BUF,ILB,Alabama
1002,Micah Hyde,CB,2009,1368,3,0.8243,Iowa,Fostoria,OH,41.156998,-83.4168702,2013,5,159,GNB,DB,Iowa
1003,Kenny Stills,WR,2010,117,4,0.9447,Oklahoma,Encinitas,CA,33.0369867,-117.2919818,2013,5,144,NOR,WR,Oklahoma
1004,Damontre Moore,WDE,2010,476,3,0.8764,Texas A&M,Rowlett,TX,32.9029017,-96.56388,2013,3,81,NYG,DE,Texas A&M
1005,Aaron Dobson,WR,2009,1531,3,0.8111,Marshall,Charleston,WV,38.3505995,-81.6332812,2013,2,59,NWE,WR,Marshall
1006,Jordan Poyer,CB,2009,1549,3,0.8111,Oregon State,Astoria,OR,46.187885,-123.831256,2013,7,218,PHI,DB,Oregon State
1007,Brian Mihalik,WDE,2011,741,3,0.8488,Boston College,Avon Lake,OH,41.5053178,-82.0282001,2015,7,237,PHI,DE,Boston College
1008,Kevin King,RB,2010,2110,2,0.7865,Central Michigan,Dearborn,MI,42.3222599,-83.1763145,2017,2,33,GNB,CB,Washington
1009,Yawin Smallwood,OLB,2010,1195,3,0.8448,Connecticut,Worcester,MA,42.2625932,-71.8022934,2014,7,253,ATL,LB,Connecticut
1010,Jordan Lucas,S,2012,1274,3,0.8255,Penn State,Worcester,MA,42.2625932,-71.8022934,2016,6,204,MIA,SS,Penn State
1011,Jordan Richards,ATH,2011,366,3,0.8755,Stanford,Folsom,CA,38.6779591,-121.1760583,2015,2,64,NWE,SS,Stanford
1012,Le'Raven Clark,OT,2011,218,4,0.906,Texas Tech,Rockdale,TX,30.6554759,-97.0013744,2016,3,82,IND,T,Texas Tech
1013,Chris Conley,WR,2011,274,4,0.8918,Georgia,Dallas,GA,33.9237141,-84.8407732,2015,3,76,KAN,WR,Georgia
1014,Bernard Pierce,RB,2009,1889,2,0.7667,Temple,Glen Mills,PA,39.919698,-75.4904323,2012,3,84,BAL,RB,Temple
1015,Sheldon Rankins,SDE,2012,798,3,0.8555,Louisville,Covington,GA,33.5967815,-83.8601827,2016,1,12,NOR,DT,Louisville
1016,Eric Fisher,OT,2009,1944,2,0.7667,Central Michigan,Rochester,MI,42.680588,-83.1338214,2013,1,1,KAN,T,Central Michigan
1017,Brian Winters,OT,2009,1931,2,0.7667,Kent State,Hudson,OH,41.240056,-81.440667,2013,3,72,NYJ,G,Kent State
1018,Kennard Backman,TE,2011,1777,2,0.7667,UAB,Mableton,GA,33.811344,-84.56698061,2015,6,213,GNB,TE,UAB
1019,Kyle Murphy,OT,2012,11,5,0.9937,Stanford,San Clemente,CA,33.4270275,-117.6124179,2016,6,200,GNB,T,Stanford
1020,Joshua Garnett,OG,2012,38,4,0.9825,Stanford,Puyallup,WA,47.1849009,-122.2921406,2016,1,28,SFO,G,Stanford
1021,Khairi Fortt,OLB,2010,68,4,0.9675,Penn State,Stamford,CT,41.0534302,-73.5387341,2014,4,126,NOR,LB,California
1022,Shamar Stephen,DT,2009,2228,2,0.7,Connecticut,Glen Head,NY,40.8353776,-73.6237388,2014,7,220,MIN,DT,Connecticut
1023,Dri Archer,APB,2009,2264,2,0.7,Kent State,Venice,FL,27.0998708,-82.4544132,2014,3,97,PIT,WR,Kent State
1024,Forrest Lamp,OT,2012,2053,2,0.7788,Western Kentucky,Venice,FL,27.0998708,-82.4544132,2017,2,38,LAC,G,Western Kentucky
1025,Josh Forrest,WR,2011,996,3,0.8346,Kentucky,Paducah,KY,37.0833893,-88.6000478,2016,6,190,LAR,ILB,Kentucky
1026,Dee Milliner,CB,2010,14,5,0.9932,Alabama,Millbrook,AL,32.4798575,-86.3619163,2013,1,9,NYJ,DB,Alabama
1027,C.J. Fiedorowicz,TE,2010,62,4,0.9694,Iowa,Mchenry,IL,42.3294391,-88.4605713,2014,3,65,HOU,TE,Iowa
1028,Shane Ray,WDE,2011,326,3,0.8807,Missouri,Mission,KS,39.0277832,-94.6557914,2015,1,23,DEN,DE,Missouri
1029,Tyler Boyd,ATH,2011,1957,2,0.7667,N/A,Daingerfield,TX,33.031793,-94.7218731,2016,2,55,CIN,WR,Pittsburgh
1030,Tharold Simon,ATH,2010,122,4,0.9424,LSU,Eunice,LA,30.4943669,-92.4176324,2013,5,138,SEA,DB,LSU
1031,Marquis Flowers,S,2010,154,4,0.9316,Arizona,Goodyear,AZ,33.4001695,-112.4572235,2014,6,212,CIN,LB,Arizona
1032,Ed Reynolds,S,2010,974,3,0.8542,Stanford,Woodberry Forest,VA,35.1668118,-80.7514585,2014,5,162,PHI,DB,Stanford
1033,C.J. Prosise,S,2012,365,4,0.8915,Notre Dame,Woodberry Forest,VA,35.1668118,-80.7514585,2016,3,90,SEA,RB,Notre Dame
1034,Kony Ealy,WDE,2010,217,4,0.9156,Missouri,New Madrid,MO,36.5749606,-89.6780945,2014,2,60,CAR,DE,Missouri
1035,Josh Furman,ATH,2010,255,4,0.9049,Michigan,Millersville,MD,39.0595542,-76.6480219,2015,7,252,DEN,DB,Oklahoma State
1036,Andrew Donnal,OT,2010,259,4,0.9041,Iowa,Monclova,OH,41.5586632,-83.7329931,2015,4,119,STL,T,Iowa
1037,Kareem Martin,WDE,2010,284,4,0.8997,North Carolina,Roanoke Rapids,NC,36.4615395,-77.6541464,2014,3,84,ARI,DE,North Carolina
1038,DaQuan Jones,DT,2010,314,4,0.8938,Penn State,Johnson City,NY,42.1156308,-75.9588092,2014,4,112,TEN,DT,Penn State
1039,Joe Kruger,WDE,2010,553,3,0.8701,Utah,Pleasant Grove,UT,40.3641184,-111.73854,2013,7,212,PHI,DE,Utah
1040,Beau Allen,DT,2010,417,3,0.8801,Wisconsin,Minnetonka,MN,44.9127229,-93.499059,2014,7,224,PHI,DT,Wisconsin
1041,Bashaud Breeland,S,2010,452,3,0.8774,Clemson,Fairfax,SC,32.9585379,-81.2372124,2014,4,102,WAS,DB,Clemson
1042,Keith Mumphery,ATH,2010,483,3,0.8764,Michigan State,Vienna,GA,32.0913402,-83.7964675,2015,5,175,HOU,WR,Michigan State
1043,Bennett Jackson,WR,2010,523,3,0.8733,Notre Dame,Hazlet,NJ,40.4156635,-74.1909769,2014,6,187,NYG,DB,Notre Dame
1044,E.J. Gaines,CB,2010,557,3,0.8701,Missouri,Independence,MO,39.0911161,-94.4155068,2014,6,188,STL,DB,Missouri
1045,Brandon Scherff,OT,2010,577,3,0.8701,Iowa,Denison,IA,42.0177658,-95.3552757,2015,1,5,WAS,T,Iowa
1046,Derron Smith,CB,2010,711,3,0.8639,Fresno State,Banning,CA,33.9255685,-116.875289,2015,6,197,CIN,FS,Fresno State
1047,Todd Gurley,RB,2012,73,4,0.9654,Georgia,Tarboro,NC,35.8968236,-77.5358049,2015,1,10,STL,RB,Georgia
1048,Vic Beasley,TE,2010,722,3,0.8622,Clemson,Adairsville,GA,34.3687021,-84.9341093,2015,1,8,ATL,OLB,Clemson
1049,Max Valles,ATH,2012,1018,3,0.8408,Virginia,Hammonton,NJ,39.6365056,-74.8023853,2015,6,179,OAK,OLB,Virginia
1050,Jordan White,DT,2010,2227,2,0.7667,Florida International,Williston,FL,29.3880028,-82.4481694,2012,7,244,NYJ,WR,Western Michigan
1051,Jamil Douglas,OT,2010,1082,3,0.851,Arizona State,Cypress,CA,33.8248235,-118.0399368,2015,4,114,MIA,G,Arizona State
1052,Eddie Williams,ATH,2012,17,5,0.991,Alabama,Panama City Beach,FL,30.1765914,-85.8054879,2009,7,221,WAS,RB,Idaho
1053,Mario Alford,ATH,2011,1935,2,0.7667,N/A,Greenville,GA,33.0287373,-84.7129848,2015,7,238,CIN,WR,West Virginia
1054,Tre' Jackson,DT,2011,643,3,0.8546,Florida State,Jesup,GA,31.6074365,-81.8853924,2015,4,111,NWE,G,Florida State
1055,Anthony Hitchens,OLB,2010,1559,3,0.8306,Iowa,Lorain,OH,41.2633554,-82.1734746,2014,4,119,DAL,LB,Iowa
1056,Le'Veon Bell,RB,2010,1714,3,0.8149,Michigan State,Groveport,OH,39.8522449,-82.8868636,2013,2,48,PIT,RB,Michigan State
1057,Leterrius Walton,OT,2010,2084,2,0.7889,Central Michigan,Clinton Township,MI,42.58484,-82.93482458,2015,6,199,PIT,DT,Central Michigan
1058,Dean Lowry,WDE,2012,794,3,0.8558,Northwestern,Rockford,IL,42.2713945,-89.093966,2016,4,137,GNB,DE,Northwestern
1059,Parker Ehinger,OT,2011,1420,3,0.8042,Cincinnati,Rockford,MI,43.119721,-85.559604,2016,4,105,KAN,G,Cincinnati
1060,Jeremy Clark,S,2012,579,3,0.8733,Michigan,Madisonville,KY,37.3280037,-87.4986989,2017,6,197,NYJ,CB,Michigan
1061,Akeem King,WR,2010,2190,2,0.7667,San Jose State,Nipomo,CA,35.0358216,-120.4964189,2015,7,249,ATL,DB,San Jose State
1062,Cody Wichmann,TE,2010,2216,2,0.7667,Fresno State,Mariposa,CA,37.570148,-119.9036592,2015,6,215,STL,G,Fresno State
1063,Kristjan Sokoli,WDE,2010,2230,2,0.7667,Buffalo,Bloomfield,NJ,40.806767,-74.1854226,2015,6,214,SEA,DT,Buffalo
1064,Ty Sambrailo,OT,2010,2382,2,0.7628,Colorado State,Watsonville,CA,36.887168,-121.7854466,2015,2,59,DEN,T,Colorado State
1065,Cody Whitehair,OT,2011,1171,3,0.823,Kansas State,Abilene,KS,38.917252,-97.21377,2016,2,56,CHI,G,Kansas State
1066,Stephon Tuitt,SDE,2011,31,4,0.9824,Notre Dame,Monroe,GA,33.0142344,-83.9044159,2014,2,46,PIT,DE,Notre Dame
1067,Austin Seferian-Jenkins,TE,2011,41,4,0.9765,Washington,Gig Harbor,WA,47.3259697,-122.5878659,2014,2,38,TAM,TE,Washington
1068,Ben Koyack,TE,2011,42,4,0.9765,Notre Dame,Oil City,PA,41.433948,-79.706441,2015,7,229,JAX,TE,Notre Dame
1069,Jordan Phillips,DT,2011,47,4,0.974,Oklahoma,Towanda,KS,37.797517,-96.999758,2015,2,52,MIA,NT,Oklahoma
1070,Evan Spencer,WR,2011,162,4,0.9243,Ohio State,Vernon Hills,IL,42.2204892,-87.9803604,2015,6,187,WAS,WR,Ohio State
1071,Brandon Shell,OT,2011,96,4,0.9526,South Carolina,Goose Creek,SC,32.9961038,-80.0387292,2016,5,158,NYJ,T,South Carolina
1072,Donte Moncrief,WR,2011,133,4,0.9349,Mississippi,Raleigh,MS,32.033488,-89.5222911,2014,3,90,IND,WR,Mississippi
1073,Anthony Zettel,SDE,2011,136,4,0.9339,Penn State,West Branch,MI,44.276408,-84.238613,2016,6,202,DET,DT,Penn State
1074,Jordan Jenkins,WDE,2012,34,5,0.9845,Georgia,Hamilton,GA,32.7579107,-84.8749311,2016,3,83,NYJ,OLB,Georgia
1075,Austin Blythe,OG,2011,248,4,0.8987,Iowa,Williamsburg,IA,41.661228,-92.0095064,2016,7,248,IND,C,Iowa
1076,KeiVarae Russell,APB,2012,144,4,0.9403,Notre Dame,Everett,WA,47.9673056,-122.2013998,2016,3,74,KAN,CB,Notre Dame
1077,Angelo Blackson,DT,2011,359,3,0.8759,Auburn,Bear,DE,39.6292788,-75.6582628,2015,4,100,TEN,DT,Auburn
1078,Brandin Cooks,WR,2011,371,3,0.8746,Oregon State,Lincoln,CA,38.8598295,-121.3423921,2014,1,20,NOR,WR,Oregon State
1079,Jerell Adams,WDE,2011,390,3,0.8724,South Carolina,Summerton,SC,33.6082935,-80.3511603,2016,6,184,NYG,TE,South Carolina
1080,Taiwan Jones,OLB,2011,447,3,0.8665,Michigan State,Fair Haven,MI,42.6791996,-82.653803,2011,4,125,OAK,RB,Eastern Washington
1081,Emmanuel Ogbah,SDE,2012,696,3,0.8646,Oklahoma State,Richmond,TX,29.5821811,-95.7607832,2016,2,32,CLE,DE,Oklahoma State
1082,Dak Prescott,DUAL,2011,601,3,0.8569,Mississippi State,Haughton,LA,32.5326514,-93.5040627,2016,4,135,DAL,QB,Mississippi State
1083,Joe Walker,WR,2012,2670,2,0.7481,Army,Mcdonough,GA,33.4473361,-84.1468616,2016,7,251,PHI,ILB,Oregon
1084,Richard Rodgers,TE,2011,700,3,0.8515,California,Shrewsbury,MA,42.29709,-71.7139338,2014,3,98,GNB,TE,California
1085,Jordan Morgan,S,2011,848,3,0.8431,California,Lakeside,AZ,34.154488,-109.9734405,2017,5,147,CHI,G,Kutztown Pennsylvania
1086,Shilique Calhoun,SDE,2011,921,3,0.8388,Michigan State,Middletown,NJ,40.9159321,-74.51349,2016,3,75,OAK,DE,Michigan State
1087,Fahn Cooper,OT,2011,2359,2,0.7333,Bowling Green,Crystal Lake,IL,42.2411344,-88.3161965,2016,5,174,SFO,T,Mississippi
1088,B.J. Goodson,ILB,2011,1143,3,0.8258,Clemson,Lamar,SC,34.1690224,-80.0625149,2016,4,109,NYG,OLB,Clemson
1089,Connor McGovern,OG,2011,1181,3,0.8221,Missouri,Fargo,ND,46.877229,-96.789821,2016,5,144,DEN,G,Missouri
1090,Benardrick McKinney,ATH,2011,1200,3,0.8209,Mississippi State,Tunica,MS,34.6845455,-90.382877,2015,2,43,HOU,ILB,Mississippi State
1091,Travis Feeney,S,2011,1214,3,0.819,Washington,Pinole,CA,38.0043667,-122.2988587,2016,6,220,PIT,OLB,Washington
1092,Will Holden,OT,2012,923,3,0.8464,Vanderbilt,Green Cove Springs,FL,29.9919085,-81.6781467,2017,5,157,ARI,T,Vanderbilt
1093,Paxton Lynch,PRO,2012,1894,2,0.7898,Memphis,Deltona,FL,28.9005446,-81.2636738,2016,1,26,DEN,QB,Memphis
1094,Cory James,OLB,2011,2049,2,0.7593,Colorado State,Del Rio,TX,29.3627296,-100.896761,2016,6,194,OAK,OLB,Colorado State
1095,Christian Covington,DT,2011,1735,2,0.7699,Rice,North Vancouver,BC,49.321542,-123.074341,2015,6,216,HOU,DT,Rice
1096,Jerald Hawkins,OT,2012,350,4,0.8935,LSU,Baldwin,LA,30.5677527,-87.7324392,2016,4,123,PIT,T,LSU
1097,Chase Roullier,OG,2012,1926,2,0.7881,Wyoming,Burnsville,MN,44.7677424,-93.2777226,2017,6,199,WAS,C,Wyoming
1098,Isaac Seumalo,OG,2012,28,5,0.9876,Oregon State,Corvallis,OR,44.5645659,-123.2620435,2016,3,79,PHI,G,Oregon State
1099,Devin Fuller,ATH,2012,39,4,0.9812,UCLA,Westwood,NJ,40.9912087,-74.0326395,2016,7,238,ATL,WR,UCLA
1100,Carlos Watkins,DT,2012,71,4,0.9666,Clemson,Forest City,NC,35.3340108,-81.8651028,2017,4,142,HOU,DT,Clemson
1101,Ricardo Louis,WR,2012,148,4,0.9393,Auburn,Miami Beach,FL,25.7881436,-80.1272705,2016,4,114,CLE,WR,Auburn
1102,David Reed,OLB,2012,2751,2,0.7398,Western Michigan,Miami Beach,FL,25.7881436,-80.1272705,2010,5,156,BAL,WR,Utah
1103,Vince Biegel,OLB,2012,150,4,0.9388,Wisconsin,Wisconsin Rapids,WI,44.3917589,-89.8228767,2017,4,108,GNB,LB,Wisconsin
1104,Taylor Decker,OT,2012,163,4,0.9326,Ohio State,Vandalia,OH,39.8906122,-84.1988308,2016,1,16,DET,T,Ohio State
1105,Adrian Colbert,S,2012,165,4,0.9324,Texas,Mineral Wells,TX,32.8084605,-98.1128223,2017,7,229,SFO,DB,Miami
1106,Vernon Butler,SDE,2012,1835,2,0.7925,Louisiana Tech,Summit,MS,39.8972225,-96.3475126,2016,1,30,CAR,DT,Louisiana Tech
1107,Joey Hunt,OC,2012,506,3,0.8782,TCU,El Campo,TX,29.1966405,-96.2696867,2016,6,215,SEA,C,TCU
1108,Kenneth Dixon,RB,2012,912,3,0.8472,Louisiana Tech,Strong,AR,33.1076282,-92.334864,2016,4,134,BAL,RB,Louisiana Tech
1109,Maxx Williams,TE,2012,1056,3,0.8388,Minnesota,Waconia,MN,44.8507957,-93.7869088,2015,2,55,BAL,TE,Minnesota
1110,Dede Westbrook,WR,2012,1196,3,0.8312,Texas State,Cameron,TX,30.8532454,-96.9769304,2017,4,110,JAX,WR,Oklahoma
1111,Obi Melifonwu,S,2012,1377,3,0.8188,Connecticut,Grafton,MA,42.2070392,-71.6856237,2017,2,56,OAK,S,Connecticut
1112,Justin Simmons,S,2012,1443,3,0.8154,Boston College,Stuart,FL,27.197983,-80.2519175,2016,3,98,DEN,FS,Boston College
1113,Tyrone Holmes,SDE,2012,1498,3,0.812,Montana,Eagle Point,OR,42.472626,-122.802818,2016,6,181,JAX,OLB,Montana
1114,Nick Vigil,APB,2012,1617,3,0.8062,Utah State,Ogden,UT,41.2230048,-111.9738429,2016,3,87,CIN,ILB,Utah State
1115,Adam Gotsis,OT,2012,1677,3,0.8025,Georgia Tech,Abbotsford,BC,49.05227,-122.330017,2016,2,63,DEN,DT,Georgia Tech
1116,Taylor Moton,OT,2012,2426,2,0.7643,Western Michigan,Okemos,MI,42.721839,-84.428183,2017,2,64,CAR,G,Western Michigan
1117,Darius Jackson,S,2012,2687,2,0.7481,Eastern Michigan,Sparta,IL,38.1231053,-89.7017658,2016,6,216,DAL,RB,Eastern Michigan
1118,Brandon Brooks,OT,2007,559,3,0.8556,Miami (OH),Milwaukee,WI,43.0349931,-87.922497,2012,3,76,HOU,G,Miami (OH)
1119,Matt Jones,ATH,2012,159,4,0.9347,Florida,Seffner,FL,27.9836329,-82.2756468,2015,3,95,WAS,RB,Florida
1120,Steven Daniels,ILB,2012,858,3,0.851,Boston College,Cincinnati,OH,39.1014537,-84.5124602,2016,7,232,WAS,ILB,Boston College
1121,Malcolm Mitchell,ATH,2011,33,4,0.981,Georgia,Valdosta,GA,30.8327022,-83.2784851,2016,4,112,NWE,WR,Georgia
1122,Geno Smith,DUAL,2009,100,4,0.954,West Virginia,Hollywood,FL,26.0112014,-80.1494901,2013,2,39,NYJ,QB,West Virginia
1123,Jonathan Williams,RB,2012,179,4,0.9276,Arkansas,Allen,TX,33.1031744,-96.6705503,2016,5,156,BUF,RB,Arkansas
1124,Ryan Williams,RB,2008,40,4,0.9787,Virginia Tech,Manassas,VA,38.744947,-77.48244423,2011,2,38,ARI,RB,Virginia Tech
1125,Josh Robinson,RB,2011,956,3,0.8366,Mississippi State,Franklinton,LA,30.8471283,-90.153141,2015,6,205,IND,RB,Mississippi State
1126,James White,RB,2010,511,3,0.8733,Wisconsin,Fort Lauderdale,FL,26.1223084,-80.1433786,2014,4,130,NWE,RB,Wisconsin
1127,Jamar Taylor,CB,2008,960,3,0.8333,Boise State,La Mesa,CA,32.7678288,-117.0230839,2013,2,54,MIA,DB,Boise State
1128,Andrew Jackson,ILB,2010,2056,2,0.7889,Western Kentucky,Lakeland,FL,28.0394654,-81.9498042,2014,6,203,IND,LB,Western Kentucky
1129,James Wright,WR,2010,321,4,0.8938,LSU,Belle Chasse,LA,29.8549287,-89.9906253,2014,7,239,CIN,WR,LSU
1130,Steve Williams,CB,2009,136,4,0.9369,California,Dallas,TX,32.7762719,-96.7968559,2013,5,145,SDG,DB,California
1131,Mike Davis,RB,2012,47,4,0.9772,South Carolina,Stone Mountain,GA,33.8062166,-84.1457505,2015,4,126,SFO,RB,South Carolina
1132,Nick Martin,OG,2011,529,3,0.861,Notre Dame,Indianapolis,IN,39.7683331,-86.1583502,2016,2,50,HOU,G,Notre Dame
1133,Anthony Davis,OT,2007,55,4,0.976,Rutgers,Piscataway,NJ,40.5462553,-74.4660408,2010,1,11,SFO,T,Rutgers
1134,Anthony Brown,ATH,2012,1315,3,0.8224,Purdue,Tampa,FL,27.9477595,-82.458444,2016,6,189,DAL,CB,Purdue
1135,Nick Perry,WDE,2008,60,4,0.9713,USC,Detroit,MI,42.3486635,-83.0567375,2012,1,28,GNB,DE,USC
1136,Ryan Grant,WR,2009,1727,2,0.7889,Tulane,Beaumont,TX,30.0860459,-94.1018461,2014,5,142,WAS,WR,Tulane
1137,Derrick Morgan,SDE,2007,72,4,0.9655,Georgia Tech,Coatesville,PA,39.9831616,-75.8238355,2010,1,16,TEN,DE,Georgia Tech
1138,Marcus Gilchrist,CB,2007,80,4,0.9596,Clemson,High Point,NC,35.5867763,-82.6479068,2011,2,50,SDG,DB,Clemson
1139,Jeremy Hill,RB,2012,316,4,0.8994,LSU,Baton Rouge,LA,30.4507462,-91.154551,2014,2,55,CIN,RB,LSU
1140,Michael Thomas,WR,2011,765,3,0.8477,Ohio State,Woodland Hills,CA,34.1683386,-118.6059197,2016,2,47,NOR,WR,Ohio State
1141,Kevin Johnson,CB,2010,1579,3,0.8288,Wake Forest,Clarksville,MD,39.2065447,-76.9429182,2015,1,16,HOU,CB,Wake Forest
